Variable,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,ResultValue
TotalCapacityAnnual,MINNGS,2044,,,,,,,,,16.162022
TotalCapacityAnnual,MINNGS,2045,,,,,,,,,13.506986
TotalCapacityAnnual,MINNGS,2046,,,,,,,,,13.506986
TotalCapacityAnnual,MINNGS,2047,,,,,,,,,14.2821
TotalCapacityAnnual,MINNGS,2048,,,,,,,,,15.100563
TotalCapacityAnnual,MINNGS,2049,,,,,,,,,15.964795
TotalCapacityAnnual,MINNGS,2050,,,,,,,,,16.87735
TotalCapacityAnnual,MINNGS,2051,,,,,,,,,17.457536
TotalCapacityAnnual,MINNGS,2052,,,,,,,,,18.05713
TotalCapacityAnnual,MINNGS,2053,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2054,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2055,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2056,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2057,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2058,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2059,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2060,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2061,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2062,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2063,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2064,,,,,,,,,18.67678
TotalCapacityAnnual,MINNGS,2065,,,,,,,,,18.713685
TotalCapacityAnnual,MINNGS,2066,,,,,,,,,19.293762
TotalCapacityAnnual,MINNGS,2067,,,,,,,,,20.031019
TotalCapacityAnnual,MINNGS,2068,,,,,,,,,20.785409
TotalCapacityAnnual,MINNGS,2069,,,,,,,,,21.55739
TotalCapacityAnnual,MINNGS,2070,,,,,,,,,22.347436
TotalCapacityAnnual,PWRCOA,2021,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2022,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2023,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2024,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2025,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2026,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2027,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2028,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2029,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2030,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2031,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2032,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2033,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2034,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2035,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2036,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2037,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2038,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2039,,,,,,,,,0.19120076
TotalCapacityAnnual,PWRCOA,2040,,,,,,,,,0.26341993
TotalCapacityAnnual,PWRCOA,2041,,,,,,,,,0.28197604
TotalCapacityAnnual,PWRCOA,2042,,,,,,,,,0.30157413
TotalCapacityAnnual,PWRCOA,2043,,,,,,,,,0.3163365
TotalCapacityAnnual,PWRCOA,2044,,,,,,,,,0.32843381
TotalCapacityAnnual,PWRCOA,2045,,,,,,,,,0.38910247
TotalCapacityAnnual,PWRCOA,2046,,,,,,,,,0.40286725
TotalCapacityAnnual,PWRCOA,2047,,,,,,,,,0.42598626
TotalCapacityAnnual,PWRCOA,2048,,,,,,,,,0.45039821
TotalCapacityAnnual,PWRCOA,2049,,,,,,,,,0.47617531
TotalCapacityAnnual,PWRCOA,2050,,,,,,,,,0.48511992
TotalCapacityAnnual,PWRCOA,2051,,,,,,,,,0.48511992
TotalCapacityAnnual,PWRCOA,2052,,,,,,,,,0.48511992
TotalCapacityAnnual,PWRCOA,2053,,,,,,,,,0.48511992
TotalCapacityAnnual,PWRCOA,2054,,,,,,,,,0.48511992
TotalCapacityAnnual,PWRCOA,2055,,,,,,,,,0.48511992
TotalCapacityAnnual,PWRCOA,2056,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2057,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2058,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2059,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2060,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2061,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2062,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2063,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2064,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2065,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2066,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2067,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2068,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2069,,,,,,,,,0.29391916
TotalCapacityAnnual,PWRCOA,2070,,,,,,,,,0.29391916
TotalCapacityAnnual,PWROHC,2015,,,,,,,,,0.2875
TotalCapacityAnnual,PWROHC,2016,,,,,,,,,0.2875
TotalCapacityAnnual,PWROHC,2017,,,,,,,,,0.2875
TotalCapacityAnnual,PWROHC,2018,,,,,,,,,0.2875
TotalCapacityAnnual,PWROHC,2019,,,,,,,,,0.2875
TotalCapacityAnnual,PWROHC,2020,,,,,,,,,0.2875
TotalCapacityAnnual,PWRNGS001,2015,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2016,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2017,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2018,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2019,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2020,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2021,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2022,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2023,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2024,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2025,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2026,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2027,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2028,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2029,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2030,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2031,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2032,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2033,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2034,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2035,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2036,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2037,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2038,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2039,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2040,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2041,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2042,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2043,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2044,,,,,,,,,0.2915364
TotalCapacityAnnual,PWRNGS001,2045,,,,,,,,,0.24364389
TotalCapacityAnnual,PWRNGS001,2046,,,,,,,,,0.24364389
TotalCapacityAnnual,PWRNGS001,2047,,,,,,,,,0.25762568
TotalCapacityAnnual,PWRNGS001,2048,,,,,,,,,0.27238941
TotalCapacityAnnual,PWRNGS001,2049,,,,,,,,,0.28797874
TotalCapacityAnnual,PWRNGS001,2050,,,,,,,,,0.30443974
TotalCapacityAnnual,PWRNGS001,2051,,,,,,,,,0.31490534
TotalCapacityAnnual,PWRNGS001,2052,,,,,,,,,0.32572103
TotalCapacityAnnual,PWRNGS001,2053,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2054,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2055,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2056,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2057,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2058,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2059,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2060,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2061,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2062,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2063,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2064,,,,,,,,,0.33689851
TotalCapacityAnnual,PWRNGS001,2065,,,,,,,,,0.33756422
TotalCapacityAnnual,PWRNGS001,2066,,,,,,,,,0.34802784
TotalCapacityAnnual,PWRNGS001,2067,,,,,,,,,0.36132677
TotalCapacityAnnual,PWRNGS001,2068,,,,,,,,,0.37493471
TotalCapacityAnnual,PWRNGS001,2069,,,,,,,,,0.38885999
TotalCapacityAnnual,PWRNGS001,2070,,,,,,,,,0.40311113
TotalCapacityAnnual,PWRNGS002,2015,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2016,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2017,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2018,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2019,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2020,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2021,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2022,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2023,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2024,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2025,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2026,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2027,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2028,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2029,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2030,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2031,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2032,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2033,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2034,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2035,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2036,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2037,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2038,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRNGS002,2039,,,,,,,,,0.026496718
TotalCapacityAnnual,PWRTRN,2015,,,,,,,,,1.40433
TotalCapacityAnnual,PWRTRN,2016,,,,,,,,,1.40433
TotalCapacityAnnual,PWRTRN,2017,,,,,,,,,1.40433
TotalCapacityAnnual,PWRTRN,2018,,,,,,,,,1.4746868
TotalCapacityAnnual,PWRTRN,2019,,,,,,,,,1.572366
TotalCapacityAnnual,PWRTRN,2020,,,,,,,,,1.6695798
TotalCapacityAnnual,PWRTRN,2021,,,,,,,,,1.7558527
TotalCapacityAnnual,PWRTRN,2022,,,,,,,,,1.8480907
TotalCapacityAnnual,PWRTRN,2023,,,,,,,,,1.9466046
TotalCapacityAnnual,PWRTRN,2024,,,,,,,,,2.0517323
TotalCapacityAnnual,PWRTRN,2025,,,,,,,,,2.1638386
TotalCapacityAnnual,PWRTRN,2026,,,,,,,,,2.3092194
TotalCapacityAnnual,PWRTRN,2027,,,,,,,,,2.464236
TotalCapacityAnnual,PWRTRN,2028,,,,,,,,,2.6294992
TotalCapacityAnnual,PWRTRN,2029,,,,,,,,,2.8056529
TotalCapacityAnnual,PWRTRN,2030,,,,,,,,,2.9933854
TotalCapacityAnnual,PWRTRN,2031,,,,,,,,,3.2006646
TotalCapacityAnnual,PWRTRN,2032,,,,,,,,,3.4235852
TotalCapacityAnnual,PWRTRN,2033,,,,,,,,,3.6631658
TotalCapacityAnnual,PWRTRN,2034,,,,,,,,,3.9205131
TotalCapacityAnnual,PWRTRN,2035,,,,,,,,,4.2868078
TotalCapacityAnnual,PWRTRN,2036,,,,,,,,,4.6079844
TotalCapacityAnnual,PWRTRN,2037,,,,,,,,,4.9525521
TotalCapacityAnnual,PWRTRN,2038,,,,,,,,,5.3222315
TotalCapacityAnnual,PWRTRN,2039,,,,,,,,,5.7188729
TotalCapacityAnnual,PWRTRN,2040,,,,,,,,,6.1444624
TotalCapacityAnnual,PWRTRN,2041,,,,,,,,,6.4910125
TotalCapacityAnnual,PWRTRN,2042,,,,,,,,,6.8570224
TotalCapacityAnnual,PWRTRN,2043,,,,,,,,,7.2435784
TotalCapacityAnnual,PWRTRN,2044,,,,,,,,,7.6518357
TotalCapacityAnnual,PWRTRN,2045,,,,,,,,,8.0830022
TotalCapacityAnnual,PWRTRN,2046,,,,,,,,,8.5475328
TotalCapacityAnnual,PWRTRN,2047,,,,,,,,,9.0380431
TotalCapacityAnnual,PWRTRN,2048,,,,,,,,,9.5559851
TotalCapacityAnnual,PWRTRN,2049,,,,,,,,,10.102891
TotalCapacityAnnual,PWRTRN,2050,,,,,,,,,10.680377
TotalCapacityAnnual,PWRTRN,2051,,,,,,,,,11.047532
TotalCapacityAnnual,PWRTRN,2052,,,,,,,,,11.426969
TotalCapacityAnnual,PWRTRN,2053,,,,,,,,,11.819098
TotalCapacityAnnual,PWRTRN,2054,,,,,,,,,12.224325
TotalCapacityAnnual,PWRTRN,2055,,,,,,,,,12.643074
TotalCapacityAnnual,PWRTRN,2056,,,,,,,,,13.075805
TotalCapacityAnnual,PWRTRN,2057,,,,,,,,,13.522995
TotalCapacityAnnual,PWRTRN,2058,,,,,,,,,13.985127
TotalCapacityAnnual,PWRTRN,2059,,,,,,,,,14.462709
TotalCapacityAnnual,PWRTRN,2060,,,,,,,,,14.956274
TotalCapacityAnnual,PWRTRN,2061,,,,,,,,,15.308245
TotalCapacityAnnual,PWRTRN,2062,,,,,,,,,15.668209
TotalCapacityAnnual,PWRTRN,2063,,,,,,,,,16.036383
TotalCapacityAnnual,PWRTRN,2064,,,,,,,,,16.413005
TotalCapacityAnnual,PWRTRN,2065,,,,,,,,,16.798308
TotalCapacityAnnual,PWRTRN,2066,,,,,,,,,17.192519
TotalCapacityAnnual,PWRTRN,2067,,,,,,,,,17.595857
TotalCapacityAnnual,PWRTRN,2068,,,,,,,,,18.008567
TotalCapacityAnnual,PWRTRN,2069,,,,,,,,,18.430901
TotalCapacityAnnual,PWRTRN,2070,,,,,,,,,18.863118
TotalCapacityAnnual,PWRDIST,2015,,,,,,,,,1.334113
TotalCapacityAnnual,PWRDIST,2016,,,,,,,,,1.334113
TotalCapacityAnnual,PWRDIST,2017,,,,,,,,,1.334113
TotalCapacityAnnual,PWRDIST,2018,,,,,,,,,1.334113
TotalCapacityAnnual,PWRDIST,2019,,,,,,,,,1.3562674
TotalCapacityAnnual,PWRDIST,2020,,,,,,,,,1.4434408
TotalCapacityAnnual,PWRDIST,2021,,,,,,,,,1.5215361
TotalCapacityAnnual,PWRDIST,2022,,,,,,,,,1.6051743
TotalCapacityAnnual,PWRDIST,2023,,,,,,,,,1.6946644
TotalCapacityAnnual,PWRDIST,2024,,,,,,,,,1.7903423
TotalCapacityAnnual,PWRDIST,2025,,,,,,,,,1.8925702
TotalCapacityAnnual,PWRDIST,2026,,,,,,,,,2.0244472
TotalCapacityAnnual,PWRDIST,2027,,,,,,,,,2.1654095
TotalCapacityAnnual,PWRDIST,2028,,,,,,,,,2.3160592
TotalCapacityAnnual,PWRDIST,2029,,,,,,,,,2.4770332
TotalCapacityAnnual,PWRDIST,2030,,,,,,,,,2.6490137
TotalCapacityAnnual,PWRDIST,2031,,,,,,,,,2.8387269
TotalCapacityAnnual,PWRDIST,2032,,,,,,,,,3.0431868
TotalCapacityAnnual,PWRDIST,2033,,,,,,,,,3.2633994
TotalCapacityAnnual,PWRDIST,2034,,,,,,,,,3.5004581
TotalCapacityAnnual,PWRDIST,2035,,,,,,,,,3.8360696
TotalCapacityAnnual,PWRDIST,2036,,,,,,,,,4.1327214
TotalCapacityAnnual,PWRDIST,2037,,,,,,,,,4.4517322
TotalCapacityAnnual,PWRDIST,2038,,,,,,,,,4.7948032
TotalCapacityAnnual,PWRDIST,2039,,,,,,,,,5.1637679
TotalCapacityAnnual,PWRDIST,2040,,,,,,,,,5.5605995
TotalCapacityAnnual,PWRDIST,2041,,,,,,,,,5.8875397
TotalCapacityAnnual,PWRDIST,2042,,,,,,,,,6.2336568
TotalCapacityAnnual,PWRDIST,2043,,,,,,,,,6.6000714
TotalCapacityAnnual,PWRDIST,2044,,,,,,,,,6.9879778
TotalCapacityAnnual,PWRDIST,2045,,,,,,,,,7.398629
TotalCapacityAnnual,PWRDIST,2046,,,,,,,,,7.8417732
TotalCapacityAnnual,PWRDIST,2047,,,,,,,,,8.3108442
TotalCapacityAnnual,PWRDIST,2048,,,,,,,,,8.8073596
TotalCapacityAnnual,PWRDIST,2049,,,,,,,,,9.332925
TotalCapacityAnnual,PWRDIST,2050,,,,,,,,,9.8892381
TotalCapacityAnnual,PWRDIST,2051,,,,,,,,,10.238677
TotalCapacityAnnual,PWRDIST,2052,,,,,,,,,10.600157
TotalCapacityAnnual,PWRDIST,2053,,,,,,,,,10.974093
TotalCapacityAnnual,PWRDIST,2054,,,,,,,,,11.360897
TotalCapacityAnnual,PWRDIST,2055,,,,,,,,,11.760999
TotalCapacityAnnual,PWRDIST,2056,,,,,,,,,12.174865
TotalCapacityAnnual,PWRDIST,2057,,,,,,,,,12.602977
TotalCapacityAnnual,PWRDIST,2058,,,,,,,,,13.045828
TotalCapacityAnnual,PWRDIST,2059,,,,,,,,,13.50393
TotalCapacityAnnual,PWRDIST,2060,,,,,,,,,13.977826
TotalCapacityAnnual,PWRDIST,2061,,,,,,,,,14.320155
TotalCapacityAnnual,PWRDIST,2062,,,,,,,,,14.670608
TotalCapacityAnnual,PWRDIST,2063,,,,,,,,,15.029412
TotalCapacityAnnual,PWRDIST,2064,,,,,,,,,15.396816
TotalCapacityAnnual,PWRDIST,2065,,,,,,,,,15.773059
TotalCapacityAnnual,PWRDIST,2066,,,,,,,,,16.158383
TotalCapacityAnnual,PWRDIST,2067,,,,,,,,,16.553017
TotalCapacityAnnual,PWRDIST,2068,,,,,,,,,16.957219
TotalCapacityAnnual,PWRDIST,2069,,,,,,,,,17.371255
TotalCapacityAnnual,PWRDIST,2070,,,,,,,,,17.795395
TotalCapacityAnnual,MINBIO,2015,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2016,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2017,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2018,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2019,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2020,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2021,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2022,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2023,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2024,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2025,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2026,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2027,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2028,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2029,,,,,,,,,4.0586832
TotalCapacityAnnual,MINBIO,2030,,,,,,,,,4.0586832
TotalCapacityAnnual,PWRBIO,2015,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2016,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2017,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2018,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2019,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2020,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2021,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2022,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2023,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2024,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2025,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2026,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2027,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2028,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2029,,,,,,,,,0.09
TotalCapacityAnnual,PWRBIO,2030,,,,,,,,,0.09
TotalCapacityAnnual,MINHYD,2015,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2016,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2017,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2018,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2019,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2020,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2021,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2022,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2023,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2024,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2025,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2026,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2027,,,,,,,,,10.575959
TotalCapacityAnnual,MINHYD,2028,,,,,,,,,5.80724
TotalCapacityAnnual,MINHYD,2029,,,,,,,,,5.80724
TotalCapacityAnnual,MINHYD,2030,,,,,,,,,5.80724
TotalCapacityAnnual,MINHYD,2031,,,,,,,,,5.80724
TotalCapacityAnnual,MINHYD,2032,,,,,,,,,5.80724
TotalCapacityAnnual,MINHYD,2033,,,,,,,,,5.80724
TotalCapacityAnnual,MINHYD,2034,,,,,,,,,5.80724
TotalCapacityAnnual,MINHYD,2035,,,,,,,,,5.80724
TotalCapacityAnnual,MINHYD,2036,,,,,,,,,5.80724
TotalCapacityAnnual,MINHYD,2037,,,,,,,,,2.2465965
TotalCapacityAnnual,MINHYD,2038,,,,,,,,,2.2465965
TotalCapacityAnnual,MINHYD,2039,,,,,,,,,2.2465965
TotalCapacityAnnual,PRWHYD,2015,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2016,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2017,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2018,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2019,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2020,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2021,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2022,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2023,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2024,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2025,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2026,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2027,,,,,,,,,0.499
TotalCapacityAnnual,PRWHYD,2028,,,,,,,,,0.274
TotalCapacityAnnual,PRWHYD,2029,,,,,,,,,0.274
TotalCapacityAnnual,PRWHYD,2030,,,,,,,,,0.274
TotalCapacityAnnual,PRWHYD,2031,,,,,,,,,0.274
TotalCapacityAnnual,PRWHYD,2032,,,,,,,,,0.274
TotalCapacityAnnual,PRWHYD,2033,,,,,,,,,0.274
TotalCapacityAnnual,PRWHYD,2034,,,,,,,,,0.274
TotalCapacityAnnual,PRWHYD,2035,,,,,,,,,0.274
TotalCapacityAnnual,PRWHYD,2036,,,,,,,,,0.274
TotalCapacityAnnual,PRWHYD,2037,,,,,,,,,0.106
TotalCapacityAnnual,PRWHYD,2038,,,,,,,,,0.106
TotalCapacityAnnual,PRWHYD,2039,,,,,,,,,0.106
TotalCapacityAnnual,MINGEO,2015,,,,,,,,,20.453137
TotalCapacityAnnual,MINGEO,2016,,,,,,,,,21.628914
TotalCapacityAnnual,MINGEO,2017,,,,,,,,,25.564471
TotalCapacityAnnual,MINGEO,2018,,,,,,,,,29.634859
TotalCapacityAnnual,MINGEO,2019,,,,,,,,,33.533305
TotalCapacityAnnual,MINGEO,2020,,,,,,,,,37.413178
TotalCapacityAnnual,MINGEO,2021,,,,,,,,,43.501241
TotalCapacityAnnual,MINGEO,2022,,,,,,,,,47.182527
TotalCapacityAnnual,MINGEO,2023,,,,,,,,,51.114285
TotalCapacityAnnual,MINGEO,2024,,,,,,,,,51.524467
TotalCapacityAnnual,MINGEO,2025,,,,,,,,,51.524467
TotalCapacityAnnual,MINGEO,2026,,,,,,,,,53.978614
TotalCapacityAnnual,MINGEO,2027,,,,,,,,,59.072399
TotalCapacityAnnual,MINGEO,2028,,,,,,,,,68.074419
TotalCapacityAnnual,MINGEO,2029,,,,,,,,,73.62358
TotalCapacityAnnual,MINGEO,2030,,,,,,,,,79.537491
TotalCapacityAnnual,MINGEO,2031,,,,,,,,,83.289808
TotalCapacityAnnual,MINGEO,2032,,,,,,,,,90.207404
TotalCapacityAnnual,MINGEO,2033,,,,,,,,,97.64199
TotalCapacityAnnual,MINGEO,2034,,,,,,,,,105.62791
TotalCapacityAnnual,MINGEO,2035,,,,,,,,,112.91636
TotalCapacityAnnual,MINGEO,2036,,,,,,,,,122.883
TotalCapacityAnnual,MINGEO,2037,,,,,,,,,132.78554
TotalCapacityAnnual,MINGEO,2038,,,,,,,,,136.37831
TotalCapacityAnnual,MINGEO,2039,,,,,,,,,148.68675
TotalCapacityAnnual,MINGEO,2040,,,,,,,,,142.15007
TotalCapacityAnnual,MINGEO,2041,,,,,,,,,152.00224
TotalCapacityAnnual,MINGEO,2042,,,,,,,,,162.40764
TotalCapacityAnnual,MINGEO,2043,,,,,,,,,174.2518
TotalCapacityAnnual,MINGEO,2044,,,,,,,,,187.26395
TotalCapacityAnnual,MINGEO,2045,,,,,,,,,201.00626
TotalCapacityAnnual,MINGEO,2046,,,,,,,,,215.81197
TotalCapacityAnnual,MINGEO,2047,,,,,,,,,228.1966
TotalCapacityAnnual,MINGEO,2048,,,,,,,,,241.27383
TotalCapacityAnnual,MINGEO,2049,,,,,,,,,255.08237
TotalCapacityAnnual,MINGEO,2050,,,,,,,,,270.2718
