VariableName,ResultValue
"RateOfActivity(RE1,S106,PWRNGS002,1,2023)",0.70620643
"RateOfActivity(RE1,S106,PWRNGS002,1,2024)",0.70620643
"RateOfActivity(RE1,S106,PWRNGS002,1,2025)",0.70620643
"RateOfActivity(RE1,S106,PWRNGS002,1,2026)",0.70620643
"RateOfActivity(RE1,S106,PWRNGS002,1,2027)",0.70620643
"RateOfActivity(RE1,S106,PWRNGS002,1,2028)",0.70620643
"RateOfActivity(RE1,S106,PWRNGS002,1,2035)",0.70620643
"RateOfActivity(RE1,S106,PWRNGS002,1,2036)",0.70620643
"RateOfActivity(RE1,S106,PWRNGS002,1,2037)",0.70620643
"RateOfActivity(RE1,S106,PWRNGS002,1,2038)",0.70620643
"RateOfActivity(RE1,S106,PWRNGS002,1,2039)",0.70620643
"RateOfActivity(RE1,S101,PWRTRN,1,2015)",29.43095
"RateOfActivity(RE1,S102,PWRTRN,1,2015)",36.274955
"RateOfActivity(RE1,S103,PWRTRN,1,2015)",28.991725
"RateOfActivity(RE1,S104,PWRTRN,1,2015)",36.211593
"RateOfActivity(RE1,S105,PWRTRN,1,2015)",29.628072
"RateOfActivity(RE1,S106,PWRTRN,1,2015)",37.287081
"RateOfActivity(RE1,S107,PWRTRN,1,2015)",30.699504
"RateOfActivity(RE1,S108,PWRTRN,1,2015)",38.449343
"RateOfActivity(RE1,S101,PWRTRN,1,2016)",30.672165
"RateOfActivity(RE1,S102,PWRTRN,1,2016)",37.804809
"RateOfActivity(RE1,S103,PWRTRN,1,2016)",30.214417
"RateOfActivity(RE1,S104,PWRTRN,1,2016)",37.738774
"RateOfActivity(RE1,S105,PWRTRN,1,2016)",30.877601
"RateOfActivity(RE1,S106,PWRTRN,1,2016)",38.859619
"RateOfActivity(RE1,S107,PWRTRN,1,2016)",31.994219
"RateOfActivity(RE1,S108,PWRTRN,1,2016)",40.070899
"RateOfActivity(RE1,S101,PWRTRN,1,2017)",33.038917
"RateOfActivity(RE1,S102,PWRTRN,1,2017)",40.721936
"RateOfActivity(RE1,S103,PWRTRN,1,2017)",32.545848
"RateOfActivity(RE1,S104,PWRTRN,1,2017)",40.650806
"RateOfActivity(RE1,S105,PWRTRN,1,2017)",33.260205
"RateOfActivity(RE1,S106,PWRTRN,1,2017)",41.858139
"RateOfActivity(RE1,S107,PWRTRN,1,2017)",34.462985
"RateOfActivity(RE1,S108,PWRTRN,1,2017)",43.162884
"RateOfActivity(RE1,S101,PWRTRN,1,2018)",35.3945
"RateOfActivity(RE1,S102,PWRTRN,1,2018)",43.625297
"RateOfActivity(RE1,S103,PWRTRN,1,2018)",34.866276
"RateOfActivity(RE1,S104,PWRTRN,1,2018)",43.549096
"RateOfActivity(RE1,S105,PWRTRN,1,2018)",35.631565
"RateOfActivity(RE1,S106,PWRTRN,1,2018)",44.842508
"RateOfActivity(RE1,S107,PWRTRN,1,2018)",36.9201
"RateOfActivity(RE1,S108,PWRTRN,1,2018)",46.240278
"RateOfActivity(RE1,S101,PWRTRN,1,2019)",37.738935
"RateOfActivity(RE1,S102,PWRTRN,1,2019)",46.514917
"RateOfActivity(RE1,S103,PWRTRN,1,2019)",37.175723
"RateOfActivity(RE1,S104,PWRTRN,1,2019)",46.433668
"RateOfActivity(RE1,S105,PWRTRN,1,2019)",37.991702
"RateOfActivity(RE1,S106,PWRTRN,1,2019)",47.812752
"RateOfActivity(RE1,S107,PWRTRN,1,2019)",39.365586
"RateOfActivity(RE1,S108,PWRTRN,1,2019)",49.303107
"RateOfActivity(RE1,S101,PWRTRN,1,2020)",40.0722
"RateOfActivity(RE1,S102,PWRTRN,1,2020)",49.39077
"RateOfActivity(RE1,S103,PWRTRN,1,2020)",39.474167
"RateOfActivity(RE1,S104,PWRTRN,1,2020)",49.304498
"RateOfActivity(RE1,S105,PWRTRN,1,2020)",40.340595
"RateOfActivity(RE1,S106,PWRTRN,1,2020)",50.768846
"RateOfActivity(RE1,S107,PWRTRN,1,2020)",41.799421
"RateOfActivity(RE1,S108,PWRTRN,1,2020)",52.351344
"RateOfActivity(RE1,S101,PWRTRN,1,2021)",42.142866
"RateOfActivity(RE1,S102,PWRTRN,1,2021)",51.942959
"RateOfActivity(RE1,S103,PWRTRN,1,2021)",41.513931
"RateOfActivity(RE1,S104,PWRTRN,1,2021)",51.852229
"RateOfActivity(RE1,S105,PWRTRN,1,2021)",42.42513
"RateOfActivity(RE1,S106,PWRTRN,1,2021)",53.392245
"RateOfActivity(RE1,S107,PWRTRN,1,2021)",43.959339
"RateOfActivity(RE1,S108,PWRTRN,1,2021)",55.056516
"RateOfActivity(RE1,S101,PWRTRN,1,2022)",44.356705
"RateOfActivity(RE1,S102,PWRTRN,1,2022)",54.671614
"RateOfActivity(RE1,S103,PWRTRN,1,2022)",43.694731
"RateOfActivity(RE1,S104,PWRTRN,1,2022)",54.576118
"RateOfActivity(RE1,S105,PWRTRN,1,2022)",44.653797
"RateOfActivity(RE1,S106,PWRTRN,1,2022)",56.197034
"RateOfActivity(RE1,S107,PWRTRN,1,2022)",46.268601
"RateOfActivity(RE1,S108,PWRTRN,1,2022)",57.948732
"RateOfActivity(RE1,S101,PWRTRN,1,2023)",46.721173
"RateOfActivity(RE1,S102,PWRTRN,1,2023)",57.585926
"RateOfActivity(RE1,S103,PWRTRN,1,2023)",46.023911
"RateOfActivity(RE1,S104,PWRTRN,1,2023)",57.485339
"RateOfActivity(RE1,S105,PWRTRN,1,2023)",47.034102
"RateOfActivity(RE1,S106,PWRTRN,1,2023)",59.192659
"RateOfActivity(RE1,S107,PWRTRN,1,2023)",48.734983
"RateOfActivity(RE1,S108,PWRTRN,1,2023)",61.037732
"RateOfActivity(RE1,S101,PWRTRN,1,2024)",49.244383
"RateOfActivity(RE1,S102,PWRTRN,1,2024)",60.695894
"RateOfActivity(RE1,S103,PWRTRN,1,2024)",48.509465
"RateOfActivity(RE1,S104,PWRTRN,1,2024)",60.589875
"RateOfActivity(RE1,S105,PWRTRN,1,2024)",49.574211
"RateOfActivity(RE1,S106,PWRTRN,1,2024)",62.3894
"RateOfActivity(RE1,S107,PWRTRN,1,2024)",51.36695
"RateOfActivity(RE1,S108,PWRTRN,1,2024)",64.334118
"RateOfActivity(RE1,S101,PWRTRN,1,2025)",51.935088
"RateOfActivity(RE1,S102,PWRTRN,1,2025)",64.012308
"RateOfActivity(RE1,S103,PWRTRN,1,2025)",51.160015
"RateOfActivity(RE1,S104,PWRTRN,1,2025)",63.900496
"RateOfActivity(RE1,S105,PWRTRN,1,2025)",52.282939
"RateOfActivity(RE1,S106,PWRTRN,1,2025)",65.798347
"RateOfActivity(RE1,S107,PWRTRN,1,2025)",54.173632
"RateOfActivity(RE1,S108,PWRTRN,1,2025)",67.849324
"RateOfActivity(RE1,S101,PWRTRN,1,2026)",55.424426
"RateOfActivity(RE1,S102,PWRTRN,1,2026)",68.313072
"RateOfActivity(RE1,S103,PWRTRN,1,2026)",54.597278
"RateOfActivity(RE1,S104,PWRTRN,1,2026)",68.193748
"RateOfActivity(RE1,S105,PWRTRN,1,2026)",55.795647
"RateOfActivity(RE1,S106,PWRTRN,1,2026)",70.219109
"RateOfActivity(RE1,S107,PWRTRN,1,2026)",57.81337
"RateOfActivity(RE1,S108,PWRTRN,1,2026)",72.407884
"RateOfActivity(RE1,S101,PWRTRN,1,2027)",59.145037
"RateOfActivity(RE1,S102,PWRTRN,1,2027)",72.898891
"RateOfActivity(RE1,S103,PWRTRN,1,2027)",58.262363
"RateOfActivity(RE1,S104,PWRTRN,1,2027)",72.771557
"RateOfActivity(RE1,S105,PWRTRN,1,2027)",59.541178
"RateOfActivity(RE1,S106,PWRTRN,1,2027)",74.932879
"RateOfActivity(RE1,S107,PWRTRN,1,2027)",61.694349
"RateOfActivity(RE1,S108,PWRTRN,1,2027)",77.268585
"RateOfActivity(RE1,S101,PWRTRN,1,2028)",63.111578
"RateOfActivity(RE1,S102,PWRTRN,1,2028)",77.787829
"RateOfActivity(RE1,S103,PWRTRN,1,2028)",62.169707
"RateOfActivity(RE1,S104,PWRTRN,1,2028)",77.651955
"RateOfActivity(RE1,S105,PWRTRN,1,2028)",63.534286
"RateOfActivity(RE1,S106,PWRTRN,1,2028)",79.958226
"RateOfActivity(RE1,S107,PWRTRN,1,2028)",65.831859
"RateOfActivity(RE1,S108,PWRTRN,1,2028)",82.450576
"RateOfActivity(RE1,S101,PWRTRN,1,2029)",67.33951
"RateOfActivity(RE1,S102,PWRTRN,1,2029)",82.998943
"RateOfActivity(RE1,S103,PWRTRN,1,2029)",66.334542
"RateOfActivity(RE1,S104,PWRTRN,1,2029)",82.853967
"RateOfActivity(RE1,S105,PWRTRN,1,2029)",67.790536
"RateOfActivity(RE1,S106,PWRTRN,1,2029)",85.314738
"RateOfActivity(RE1,S107,PWRTRN,1,2029)",70.242026
"RateOfActivity(RE1,S108,PWRTRN,1,2029)",87.974054
"RateOfActivity(RE1,S101,PWRTRN,1,2030)",71.845347
"RateOfActivity(RE1,S102,PWRTRN,1,2030)",88.552588
"RateOfActivity(RE1,S103,PWRTRN,1,2030)",70.773134
"RateOfActivity(RE1,S104,PWRTRN,1,2030)",88.397911
"RateOfActivity(RE1,S105,PWRTRN,1,2030)",72.326552
"RateOfActivity(RE1,S106,PWRTRN,1,2030)",91.023337
"RateOfActivity(RE1,S107,PWRTRN,1,2030)",74.942077
"RateOfActivity(RE1,S108,PWRTRN,1,2030)",93.860594
"RateOfActivity(RE1,S101,PWRTRN,1,2031)",76.820331
"RateOfActivity(RE1,S102,PWRTRN,1,2031)",94.684477
"RateOfActivity(RE1,S103,PWRTRN,1,2031)",75.673872
"RateOfActivity(RE1,S104,PWRTRN,1,2031)",94.519089
"RateOfActivity(RE1,S105,PWRTRN,1,2031)",77.334857
"RateOfActivity(RE1,S106,PWRTRN,1,2031)",97.326315
"RateOfActivity(RE1,S107,PWRTRN,1,2031)",80.131497
"RateOfActivity(RE1,S108,PWRTRN,1,2031)",100.36004
"RateOfActivity(RE1,S101,PWRTRN,1,2032)",82.170729
"RateOfActivity(RE1,S102,PWRTRN,1,2032)",101.27908
"RateOfActivity(RE1,S103,PWRTRN,1,2032)",80.944422
"RateOfActivity(RE1,S104,PWRTRN,1,2032)",101.10217
"RateOfActivity(RE1,S105,PWRTRN,1,2032)",82.721091
"RateOfActivity(RE1,S106,PWRTRN,1,2032)",104.10492
"RateOfActivity(RE1,S107,PWRTRN,1,2032)",85.712512
"RateOfActivity(RE1,S108,PWRTRN,1,2032)",107.34994
"RateOfActivity(RE1,S101,PWRTRN,1,2033)",87.920992
"RateOfActivity(RE1,S102,PWRTRN,1,2033)",108.36654
"RateOfActivity(RE1,S103,PWRTRN,1,2033)",86.608868
"RateOfActivity(RE1,S104,PWRTRN,1,2033)",108.17725
"RateOfActivity(RE1,S105,PWRTRN,1,2033)",88.509868
"RateOfActivity(RE1,S106,PWRTRN,1,2033)",111.39012
"RateOfActivity(RE1,S107,PWRTRN,1,2033)",91.710627
"RateOfActivity(RE1,S108,PWRTRN,1,2033)",114.86223
"RateOfActivity(RE1,S101,PWRTRN,1,2034)",94.097679
"RateOfActivity(RE1,S102,PWRTRN,1,2034)",115.97958
"RateOfActivity(RE1,S103,PWRTRN,1,2034)",92.693375
"RateOfActivity(RE1,S104,PWRTRN,1,2034)",115.77699
"RateOfActivity(RE1,S105,PWRTRN,1,2034)",94.727926
"RateOfActivity(RE1,S106,PWRTRN,1,2034)",119.21558
"RateOfActivity(RE1,S107,PWRTRN,1,2034)",98.153546
"RateOfActivity(RE1,S108,PWRTRN,1,2034)",122.93161
"RateOfActivity(RE1,S101,PWRTRN,1,2035)",102.88925
"RateOfActivity(RE1,S102,PWRTRN,1,2035)",126.81558
"RateOfActivity(RE1,S103,PWRTRN,1,2035)",101.35374
"RateOfActivity(RE1,S104,PWRTRN,1,2035)",126.59407
"RateOfActivity(RE1,S105,PWRTRN,1,2035)",103.57838
"RateOfActivity(RE1,S106,PWRTRN,1,2035)",130.35393
"RateOfActivity(RE1,S107,PWRTRN,1,2035)",107.32406
"RateOfActivity(RE1,S108,PWRTRN,1,2035)",134.41715
"RateOfActivity(RE1,S101,PWRTRN,1,2036)",110.59793
"RateOfActivity(RE1,S102,PWRTRN,1,2036)",136.31687
"RateOfActivity(RE1,S103,PWRTRN,1,2036)",108.94738
"RateOfActivity(RE1,S104,PWRTRN,1,2036)",136.07877
"RateOfActivity(RE1,S105,PWRTRN,1,2036)",111.33869
"RateOfActivity(RE1,S106,PWRTRN,1,2036)",140.12032
"RateOfActivity(RE1,S107,PWRTRN,1,2036)",115.365
"RateOfActivity(RE1,S108,PWRTRN,1,2036)",144.48796
"RateOfActivity(RE1,S101,PWRTRN,1,2037)",118.86803
"RateOfActivity(RE1,S102,PWRTRN,1,2037)",146.51013
"RateOfActivity(RE1,S103,PWRTRN,1,2037)",117.09405
"RateOfActivity(RE1,S104,PWRTRN,1,2037)",146.25422
"RateOfActivity(RE1,S105,PWRTRN,1,2037)",119.66418
"RateOfActivity(RE1,S106,PWRTRN,1,2037)",150.59799
"RateOfActivity(RE1,S107,PWRTRN,1,2037)",123.99156
"RateOfActivity(RE1,S108,PWRTRN,1,2037)",155.29222
"RateOfActivity(RE1,S101,PWRTRN,1,2038)",127.74084
"RateOfActivity(RE1,S102,PWRTRN,1,2038)",157.44627
"RateOfActivity(RE1,S103,PWRTRN,1,2038)",125.83445
"RateOfActivity(RE1,S104,PWRTRN,1,2038)",157.17126
"RateOfActivity(RE1,S105,PWRTRN,1,2038)",128.59642
"RateOfActivity(RE1,S106,PWRTRN,1,2038)",161.83926
"RateOfActivity(RE1,S107,PWRTRN,1,2038)",133.24682
"RateOfActivity(RE1,S108,PWRTRN,1,2038)",166.88389
"RateOfActivity(RE1,S101,PWRTRN,1,2039)",137.26078
"RateOfActivity(RE1,S102,PWRTRN,1,2039)",169.18002
"RateOfActivity(RE1,S103,PWRTRN,1,2039)",135.21231
"RateOfActivity(RE1,S104,PWRTRN,1,2039)",168.88451
"RateOfActivity(RE1,S105,PWRTRN,1,2039)",138.18012
"RateOfActivity(RE1,S106,PWRTRN,1,2039)",173.90039
"RateOfActivity(RE1,S107,PWRTRN,1,2039)",143.17709
"RateOfActivity(RE1,S108,PWRTRN,1,2039)",179.32098
"RateOfActivity(RE1,S101,PWRTRN,1,2040)",147.47551
"RateOfActivity(RE1,S102,PWRTRN,1,2040)",181.77013
"RateOfActivity(RE1,S103,PWRTRN,1,2040)",145.2746
"RateOfActivity(RE1,S104,PWRTRN,1,2040)",181.45262
"RateOfActivity(RE1,S105,PWRTRN,1,2040)",148.46327
"RateOfActivity(RE1,S106,PWRTRN,1,2040)",186.84178
"RateOfActivity(RE1,S107,PWRTRN,1,2040)",153.8321
"RateOfActivity(RE1,S108,PWRTRN,1,2040)",192.66576
"RateOfActivity(RE1,S101,PWRTRN,1,2041)",155.79318
"RateOfActivity(RE1,S102,PWRTRN,1,2041)",192.02203
"RateOfActivity(RE1,S103,PWRTRN,1,2041)",153.46814
"RateOfActivity(RE1,S104,PWRTRN,1,2041)",191.68662
"RateOfActivity(RE1,S105,PWRTRN,1,2041)",156.83665
"RateOfActivity(RE1,S106,PWRTRN,1,2041)",197.37973
"RateOfActivity(RE1,S107,PWRTRN,1,2041)",162.50829
"RateOfActivity(RE1,S108,PWRTRN,1,2041)",203.53219
"RateOfActivity(RE1,S101,PWRTRN,1,2042)",164.57792
"RateOfActivity(RE1,S102,PWRTRN,1,2042)",202.84961
"RateOfActivity(RE1,S103,PWRTRN,1,2042)",162.12178
"RateOfActivity(RE1,S104,PWRTRN,1,2042)",202.49529
"RateOfActivity(RE1,S105,PWRTRN,1,2042)",165.68023
"RateOfActivity(RE1,S106,PWRTRN,1,2042)",208.50942
"RateOfActivity(RE1,S107,PWRTRN,1,2042)",171.67168
"RateOfActivity(RE1,S108,PWRTRN,1,2042)",215.0088
"RateOfActivity(RE1,S101,PWRTRN,1,2043)",173.85579
"RateOfActivity(RE1,S102,PWRTRN,1,2043)",214.285
"RateOfActivity(RE1,S103,PWRTRN,1,2043)",171.26119
"RateOfActivity(RE1,S104,PWRTRN,1,2043)",213.91071
"RateOfActivity(RE1,S105,PWRTRN,1,2043)",175.02024
"RateOfActivity(RE1,S106,PWRTRN,1,2043)",220.26388
"RateOfActivity(RE1,S107,PWRTRN,1,2043)",181.34945
"RateOfActivity(RE1,S108,PWRTRN,1,2043)",227.12964
"RateOfActivity(RE1,S101,PWRTRN,1,2044)",183.65453
"RateOfActivity(RE1,S102,PWRTRN,1,2044)",226.36238
"RateOfActivity(RE1,S103,PWRTRN,1,2044)",180.91369
"RateOfActivity(RE1,S104,PWRTRN,1,2044)",225.96699
"RateOfActivity(RE1,S105,PWRTRN,1,2044)",184.88461
"RateOfActivity(RE1,S106,PWRTRN,1,2044)",232.67823
"RateOfActivity(RE1,S107,PWRTRN,1,2044)",191.57054
"RateOfActivity(RE1,S108,PWRTRN,1,2044)",239.93096
"RateOfActivity(RE1,S101,PWRTRN,1,2045)",194.00311
"RateOfActivity(RE1,S102,PWRTRN,1,2045)",239.11747
"RateOfActivity(RE1,S103,PWRTRN,1,2045)",191.10783
"RateOfActivity(RE1,S104,PWRTRN,1,2045)",238.6998
"RateOfActivity(RE1,S105,PWRTRN,1,2045)",195.30251
"RateOfActivity(RE1,S106,PWRTRN,1,2045)",245.78921
"RateOfActivity(RE1,S107,PWRTRN,1,2045)",202.36518
"RateOfActivity(RE1,S108,PWRTRN,1,2045)",253.45062
"RateOfActivity(RE1,S101,PWRTRN,1,2046)",205.15248
"RateOfActivity(RE1,S102,PWRTRN,1,2046)",252.85957
"RateOfActivity(RE1,S103,PWRTRN,1,2046)",202.09081
"RateOfActivity(RE1,S104,PWRTRN,1,2046)",252.41789
"RateOfActivity(RE1,S105,PWRTRN,1,2046)",206.52655
"RateOfActivity(RE1,S106,PWRTRN,1,2046)",259.91473
"RateOfActivity(RE1,S107,PWRTRN,1,2046)",213.99511
"RateOfActivity(RE1,S108,PWRTRN,1,2046)",268.01644
"RateOfActivity(RE1,S101,PWRTRN,1,2047)",216.9254
"RateOfActivity(RE1,S102,PWRTRN,1,2047)",267.37021
"RateOfActivity(RE1,S103,PWRTRN,1,2047)",213.68803
"RateOfActivity(RE1,S104,PWRTRN,1,2047)",266.90319
"RateOfActivity(RE1,S105,PWRTRN,1,2047)",218.37832
"RateOfActivity(RE1,S106,PWRTRN,1,2047)",274.83024
"RateOfActivity(RE1,S107,PWRTRN,1,2047)",226.27548
"RateOfActivity(RE1,S108,PWRTRN,1,2047)",283.39688
"RateOfActivity(RE1,S101,PWRTRN,1,2048)",229.35672
"RateOfActivity(RE1,S102,PWRTRN,1,2048)",282.69237
"RateOfActivity(RE1,S103,PWRTRN,1,2048)",225.93382
"RateOfActivity(RE1,S104,PWRTRN,1,2048)",282.19858
"RateOfActivity(RE1,S105,PWRTRN,1,2048)",230.8929
"RateOfActivity(RE1,S106,PWRTRN,1,2048)",290.57991
"RateOfActivity(RE1,S107,PWRTRN,1,2048)",239.24262
"RateOfActivity(RE1,S108,PWRTRN,1,2048)",299.63747
"RateOfActivity(RE1,S101,PWRTRN,1,2049)",242.48322
"RateOfActivity(RE1,S102,PWRTRN,1,2049)",298.87136
"RateOfActivity(RE1,S103,PWRTRN,1,2049)",238.86442
"RateOfActivity(RE1,S104,PWRTRN,1,2049)",298.34931
"RateOfActivity(RE1,S105,PWRTRN,1,2049)",244.10732
"RateOfActivity(RE1,S106,PWRTRN,1,2049)",307.21032
"RateOfActivity(RE1,S107,PWRTRN,1,2049)",252.9349
"RateOfActivity(RE1,S108,PWRTRN,1,2049)",316.78626
"RateOfActivity(RE1,S101,PWRTRN,1,2050)",256.34367
"RateOfActivity(RE1,S102,PWRTRN,1,2050)",315.95498
"RateOfActivity(RE1,S103,PWRTRN,1,2050)",252.51802
"RateOfActivity(RE1,S104,PWRTRN,1,2050)",315.40309
"RateOfActivity(RE1,S105,PWRTRN,1,2050)",258.0606
"RateOfActivity(RE1,S106,PWRTRN,1,2050)",324.7706
"RateOfActivity(RE1,S107,PWRTRN,1,2050)",267.39278
"RateOfActivity(RE1,S108,PWRTRN,1,2050)",334.89391
"RateOfActivity(RE1,S101,PWRTRN,1,2051)",265.15589
"RateOfActivity(RE1,S102,PWRTRN,1,2051)",326.81644
"RateOfActivity(RE1,S103,PWRTRN,1,2051)",261.19874
"RateOfActivity(RE1,S104,PWRTRN,1,2051)",326.24558
"RateOfActivity(RE1,S105,PWRTRN,1,2051)",266.93185
"RateOfActivity(RE1,S106,PWRTRN,1,2051)",335.93511
"RateOfActivity(RE1,S107,PWRTRN,1,2051)",276.58484
"RateOfActivity(RE1,S108,PWRTRN,1,2051)",346.40643
"RateOfActivity(RE1,S101,PWRTRN,1,2052)",274.26289
"RateOfActivity(RE1,S102,PWRTRN,1,2052)",338.04122
"RateOfActivity(RE1,S103,PWRTRN,1,2052)",270.16982
"RateOfActivity(RE1,S104,PWRTRN,1,2052)",337.45076
"RateOfActivity(RE1,S105,PWRTRN,1,2052)",276.09985
"RateOfActivity(RE1,S106,PWRTRN,1,2052)",347.47308
"RateOfActivity(RE1,S107,PWRTRN,1,2052)",286.08437
"RateOfActivity(RE1,S108,PWRTRN,1,2052)",358.30404
"RateOfActivity(RE1,S101,PWRTRN,1,2053)",283.67453
"RateOfActivity(RE1,S102,PWRTRN,1,2053)",349.64148
"RateOfActivity(RE1,S103,PWRTRN,1,2053)",279.441
"RateOfActivity(RE1,S104,PWRTRN,1,2053)",349.03076
"RateOfActivity(RE1,S105,PWRTRN,1,2053)",285.57452
"RateOfActivity(RE1,S106,PWRTRN,1,2053)",359.397
"RateOfActivity(RE1,S107,PWRTRN,1,2053)",295.90167
"RateOfActivity(RE1,S108,PWRTRN,1,2053)",370.59964
"RateOfActivity(RE1,S101,PWRTRN,1,2054)",293.40053
"RateOfActivity(RE1,S102,PWRTRN,1,2054)",361.62922
"RateOfActivity(RE1,S103,PWRTRN,1,2054)",289.02186
"RateOfActivity(RE1,S104,PWRTRN,1,2054)",360.99755
"RateOfActivity(RE1,S105,PWRTRN,1,2054)",295.36567
"RateOfActivity(RE1,S106,PWRTRN,1,2054)",371.71921
"RateOfActivity(RE1,S107,PWRTRN,1,2054)",306.0469
"RateOfActivity(RE1,S108,PWRTRN,1,2054)",383.30594
"RateOfActivity(RE1,S101,PWRTRN,1,2055)",303.45107
"RateOfActivity(RE1,S102,PWRTRN,1,2055)",374.01696
"RateOfActivity(RE1,S103,PWRTRN,1,2055)",298.9224
"RateOfActivity(RE1,S104,PWRTRN,1,2055)",373.36365
"RateOfActivity(RE1,S105,PWRTRN,1,2055)",305.48353
"RateOfActivity(RE1,S106,PWRTRN,1,2055)",384.45259
"RateOfActivity(RE1,S107,PWRTRN,1,2055)",316.53064
"RateOfActivity(RE1,S108,PWRTRN,1,2055)",396.43622
"RateOfActivity(RE1,S101,PWRTRN,1,2056)",313.83722
"RateOfActivity(RE1,S102,PWRTRN,1,2056)",386.81834
"RateOfActivity(RE1,S103,PWRTRN,1,2056)",309.15355
"RateOfActivity(RE1,S104,PWRTRN,1,2056)",386.14268
"RateOfActivity(RE1,S105,PWRTRN,1,2056)",315.93924
"RateOfActivity(RE1,S106,PWRTRN,1,2056)",397.61115
"RateOfActivity(RE1,S107,PWRTRN,1,2056)",327.36446
"RateOfActivity(RE1,S108,PWRTRN,1,2056)",410.00495
"RateOfActivity(RE1,S101,PWRTRN,1,2057)",324.57038
"RateOfActivity(RE1,S102,PWRTRN,1,2057)",400.04744
"RateOfActivity(RE1,S103,PWRTRN,1,2057)",319.72652
"RateOfActivity(RE1,S104,PWRTRN,1,2057)",399.34866
"RateOfActivity(RE1,S105,PWRTRN,1,2057)",326.74428
"RateOfActivity(RE1,S106,PWRTRN,1,2057)",411.20936
"RateOfActivity(RE1,S107,PWRTRN,1,2057)",338.56025
"RateOfActivity(RE1,S108,PWRTRN,1,2057)",424.02702
"RateOfActivity(RE1,S101,PWRTRN,1,2058)",335.66219
"RateOfActivity(RE1,S102,PWRTRN,1,2058)",413.71859
"RateOfActivity(RE1,S103,PWRTRN,1,2058)",330.6528
"RateOfActivity(RE1,S104,PWRTRN,1,2058)",412.99594
"RateOfActivity(RE1,S105,PWRTRN,1,2058)",337.91038
"RateOfActivity(RE1,S106,PWRTRN,1,2058)",425.26196
"RateOfActivity(RE1,S107,PWRTRN,1,2058)",350.13014
"RateOfActivity(RE1,S108,PWRTRN,1,2058)",438.51765
"RateOfActivity(RE1,S101,PWRTRN,1,2059)",347.12482
"RateOfActivity(RE1,S102,PWRTRN,1,2059)",427.84679
"RateOfActivity(RE1,S103,PWRTRN,1,2059)",341.94436
"RateOfActivity(RE1,S104,PWRTRN,1,2059)",427.09946
"RateOfActivity(RE1,S105,PWRTRN,1,2059)",349.44979
"RateOfActivity(RE1,S106,PWRTRN,1,2059)",439.78435
"RateOfActivity(RE1,S107,PWRTRN,1,2059)",362.08684
"RateOfActivity(RE1,S108,PWRTRN,1,2059)",453.49272
"RateOfActivity(RE1,S101,PWRTRN,1,2060)",358.97104
"RateOfActivity(RE1,S102,PWRTRN,1,2060)",442.44778
"RateOfActivity(RE1,S103,PWRTRN,1,2060)",353.61379
"RateOfActivity(RE1,S104,PWRTRN,1,2060)",441.67495
"RateOfActivity(RE1,S105,PWRTRN,1,2060)",361.37535
"RateOfActivity(RE1,S106,PWRTRN,1,2060)",454.79273
"RateOfActivity(RE1,S107,PWRTRN,1,2060)",374.44367
"RateOfActivity(RE1,S108,PWRTRN,1,2060)",468.96892
"RateOfActivity(RE1,S101,PWRTRN,1,2061)",367.41884
"RateOfActivity(RE1,S102,PWRTRN,1,2061)",452.86007
"RateOfActivity(RE1,S103,PWRTRN,1,2061)",361.93552
"RateOfActivity(RE1,S104,PWRTRN,1,2061)",452.06905
"RateOfActivity(RE1,S105,PWRTRN,1,2061)",369.87973
"RateOfActivity(RE1,S106,PWRTRN,1,2061)",465.49554
"RateOfActivity(RE1,S107,PWRTRN,1,2061)",383.25559
"RateOfActivity(RE1,S108,PWRTRN,1,2061)",480.00534
"RateOfActivity(RE1,S101,PWRTRN,1,2062)",376.05845
"RateOfActivity(RE1,S102,PWRTRN,1,2062)",463.50878
"RateOfActivity(RE1,S103,PWRTRN,1,2062)",370.4462
"RateOfActivity(RE1,S104,PWRTRN,1,2062)",462.69916
"RateOfActivity(RE1,S105,PWRTRN,1,2062)",378.57721
"RateOfActivity(RE1,S106,PWRTRN,1,2062)",476.44137
"RateOfActivity(RE1,S107,PWRTRN,1,2062)",392.2676
"RateOfActivity(RE1,S108,PWRTRN,1,2062)",491.29236
"RateOfActivity(RE1,S101,PWRTRN,1,2063)",384.89514
"RateOfActivity(RE1,S102,PWRTRN,1,2063)",474.40039
"RateOfActivity(RE1,S103,PWRTRN,1,2063)",379.151
"RateOfActivity(RE1,S104,PWRTRN,1,2063)",473.57174
"RateOfActivity(RE1,S105,PWRTRN,1,2063)",387.47309
"RateOfActivity(RE1,S106,PWRTRN,1,2063)",487.63687
"RateOfActivity(RE1,S107,PWRTRN,1,2063)",401.48517
"RateOfActivity(RE1,S108,PWRTRN,1,2063)",502.83683
"RateOfActivity(RE1,S101,PWRTRN,1,2064)",393.93459
"RateOfActivity(RE1,S102,PWRTRN,1,2064)",485.54192
"RateOfActivity(RE1,S103,PWRTRN,1,2064)",388.05555
"RateOfActivity(RE1,S104,PWRTRN,1,2064)",484.69381
"RateOfActivity(RE1,S105,PWRTRN,1,2064)",396.57308
"RateOfActivity(RE1,S106,PWRTRN,1,2064)",499.08926
"RateOfActivity(RE1,S107,PWRTRN,1,2064)",410.91424
