Field1
Optimal - objective value 17583.37133838
"168 NewCapacity(RE1,MINNGS,2015) 18.51369 0"
"169 NewCapacity(RE1,MINNGS,2016) 18.51369 0"
"170 NewCapacity(RE1,MINNGS,2017) 18.51369 0"
"171 NewCapacity(RE1,MINNGS,2018) 18.51369 0"
"172 NewCapacity(RE1,MINNGS,2019) 18.51369 0"
"173 NewCapacity(RE1,MINNGS,2020) 18.51369 0"
"174 NewCapacity(RE1,MINNGS,2021) 18.51369 0"
"175 NewCapacity(RE1,MINNGS,2022) 18.51369 0"
"176 NewCapacity(RE1,MINNGS,2023) 18.51369 0"
"177 NewCapacity(RE1,MINNGS,2024) 18.51369 0"
"178 NewCapacity(RE1,MINNGS,2025) 18.51369 0"
"179 NewCapacity(RE1,MINNGS,2026) 18.51369 0"
"180 NewCapacity(RE1,MINNGS,2027) 18.51369 0"
"181 NewCapacity(RE1,MINNGS,2028) 18.51369 0"
"182 NewCapacity(RE1,MINNGS,2029) 16.162022 0"
"183 NewCapacity(RE1,MINNGS,2030) 16.162022 0"
"184 NewCapacity(RE1,MINNGS,2031) 16.162022 0"
"185 NewCapacity(RE1,MINNGS,2032) 16.162022 0"
"186 NewCapacity(RE1,MINNGS,2033) 16.162022 0"
"187 NewCapacity(RE1,MINNGS,2034) 16.162022 0"
"188 NewCapacity(RE1,MINNGS,2035) 18.51369 0"
"189 NewCapacity(RE1,MINNGS,2036) 18.51369 0"
"190 NewCapacity(RE1,MINNGS,2037) 18.51369 0"
"191 NewCapacity(RE1,MINNGS,2038) 18.51369 0"
"192 NewCapacity(RE1,MINNGS,2039) 18.51369 0"
"193 NewCapacity(RE1,MINNGS,2040) 16.162022 0"
"194 NewCapacity(RE1,MINNGS,2041) 16.162022 0"
"195 NewCapacity(RE1,MINNGS,2042) 16.162022 0"
"196 NewCapacity(RE1,MINNGS,2043) 16.162022 0"
"197 NewCapacity(RE1,MINNGS,2044) 16.162022 0"
"198 NewCapacity(RE1,MINNGS,2045) 13.506986 0"
"199 NewCapacity(RE1,MINNGS,2046) 13.506986 0"
"200 NewCapacity(RE1,MINNGS,2047) 14.2821 0"
"201 NewCapacity(RE1,MINNGS,2048) 15.100563 0"
"202 NewCapacity(RE1,MINNGS,2049) 15.964795 0"
"203 NewCapacity(RE1,MINNGS,2050) 16.87735 0"
"204 NewCapacity(RE1,MINNGS,2051) 17.457536 0"
"205 NewCapacity(RE1,MINNGS,2052) 18.05713 0"
"206 NewCapacity(RE1,MINNGS,2053) 18.67678 0"
"207 NewCapacity(RE1,MINNGS,2054) 18.67678 0"
"208 NewCapacity(RE1,MINNGS,2055) 18.67678 0"
"209 NewCapacity(RE1,MINNGS,2056) 18.67678 0"
"210 NewCapacity(RE1,MINNGS,2057) 18.67678 0"
"211 NewCapacity(RE1,MINNGS,2058) 18.67678 0"
"212 NewCapacity(RE1,MINNGS,2059) 18.67678 0"
"213 NewCapacity(RE1,MINNGS,2060) 18.67678 0"
"214 NewCapacity(RE1,MINNGS,2061) 18.67678 0"
"215 NewCapacity(RE1,MINNGS,2062) 18.67678 0"
"216 NewCapacity(RE1,MINNGS,2063) 18.67678 0"
"217 NewCapacity(RE1,MINNGS,2064) 18.67678 0"
"218 NewCapacity(RE1,MINNGS,2065) 18.713685 0"
"219 NewCapacity(RE1,MINNGS,2066) 19.293762 0"
"220 NewCapacity(RE1,MINNGS,2067) 20.031019 0"
"221 NewCapacity(RE1,MINNGS,2068) 20.785409 0"
"222 NewCapacity(RE1,MINNGS,2069) 21.55739 0"
"223 NewCapacity(RE1,MINNGS,2070) 22.347436 0"
"398 NewCapacity(RE1,PWRCOA,2021) 0.19120076 0"
"417 NewCapacity(RE1,PWRCOA,2040) 0.072219174 0"
"418 NewCapacity(RE1,PWRCOA,2041) 0.018556105 0"
"419 NewCapacity(RE1,PWRCOA,2042) 0.019598088 0"
"420 NewCapacity(RE1,PWRCOA,2043) 0.014762371 0"
"421 NewCapacity(RE1,PWRCOA,2044) 0.012097313 0"
"422 NewCapacity(RE1,PWRCOA,2045) 0.060668659 0"
"423 NewCapacity(RE1,PWRCOA,2046) 0.013764779 0"
"424 NewCapacity(RE1,PWRCOA,2047) 0.023119014 0"
"425 NewCapacity(RE1,PWRCOA,2048) 0.024411944 0"
"426 NewCapacity(RE1,PWRCOA,2049) 0.025777099 0"
"427 NewCapacity(RE1,PWRCOA,2050) 0.0089446128 0"
"504 NewCapacity(RE1,PWRNGS001,2015) 0.2915364 0"
"534 NewCapacity(RE1,PWRNGS001,2045) 0.24364389 0"
"536 NewCapacity(RE1,PWRNGS001,2047) 0.013981793 0"
"537 NewCapacity(RE1,PWRNGS001,2048) 0.014763724 0"
"538 NewCapacity(RE1,PWRNGS001,2049) 0.015589335 0"
"539 NewCapacity(RE1,PWRNGS001,2050) 0.016460996 0"
"540 NewCapacity(RE1,PWRNGS001,2051) 0.010465607 0"
"541 NewCapacity(RE1,PWRNGS001,2052) 0.010815684 0"
"542 NewCapacity(RE1,PWRNGS001,2053) 0.011177479 0"
"554 NewCapacity(RE1,PWRNGS001,2065) 0.00066570786 0"
"555 NewCapacity(RE1,PWRNGS001,2066) 0.010463627 0"
"556 NewCapacity(RE1,PWRNGS001,2067) 0.013298925 0"
"557 NewCapacity(RE1,PWRNGS001,2068) 0.013607946 0"
"558 NewCapacity(RE1,PWRNGS001,2069) 0.013925277 0"
"559 NewCapacity(RE1,PWRNGS001,2070) 0.014251137 0"
"560 NewCapacity(RE1,PWRNGS002,2015) 0.026496718 0"
"619 NewCapacity(RE1,PWRTRN,2018) 0.070356759 0"
"620 NewCapacity(RE1,PWRTRN,2019) 0.0976792 0"
"621 NewCapacity(RE1,PWRTRN,2020) 0.09721385 0"
"622 NewCapacity(RE1,PWRTRN,2021) 0.086272843 0"
"623 NewCapacity(RE1,PWRTRN,2022) 0.092238043 0"
"624 NewCapacity(RE1,PWRTRN,2023) 0.098513863 0"
"625 NewCapacity(RE1,PWRTRN,2024) 0.10512774 0"
"626 NewCapacity(RE1,PWRTRN,2025) 0.11210635 0"
"627 NewCapacity(RE1,PWRTRN,2026) 0.14538078 0"
"628 NewCapacity(RE1,PWRTRN,2027) 0.15501662 0"
"629 NewCapacity(RE1,PWRTRN,2028) 0.16526312 0"
"630 NewCapacity(RE1,PWRTRN,2029) 0.17615379 0"
"631 NewCapacity(RE1,PWRTRN,2030) 0.18773249 0"
"632 NewCapacity(RE1,PWRTRN,2031) 0.20727919 0"
"633 NewCapacity(RE1,PWRTRN,2032) 0.22292056 0"
"634 NewCapacity(RE1,PWRTRN,2033) 0.23958063 0"
"635 NewCapacity(RE1,PWRTRN,2034) 0.25734729 0"
"636 NewCapacity(RE1,PWRTRN,2035) 0.3662947 0"
"637 NewCapacity(RE1,PWRTRN,2036) 0.32117661 0"
"638 NewCapacity(RE1,PWRTRN,2037) 0.34456767 0"
"639 NewCapacity(RE1,PWRTRN,2038) 0.36967944 0"
"640 NewCapacity(RE1,PWRTRN,2039) 0.3966414 0"
"641 NewCapacity(RE1,PWRTRN,2040) 0.42558952 0"
"642 NewCapacity(RE1,PWRTRN,2041) 0.34655007 0"
"643 NewCapacity(RE1,PWRTRN,2042) 0.36600993 0"
"644 NewCapacity(RE1,PWRTRN,2043) 0.38655593 0"
"645 NewCapacity(RE1,PWRTRN,2044) 0.40825735 0"
"646 NewCapacity(RE1,PWRTRN,2045) 0.43116646 0"
"647 NewCapacity(RE1,PWRTRN,2046) 0.4645306 0"
"648 NewCapacity(RE1,PWRTRN,2047) 0.49051029 0"
"649 NewCapacity(RE1,PWRTRN,2048) 0.51794206 0"
"650 NewCapacity(RE1,PWRTRN,2049) 0.5469062 0"
"651 NewCapacity(RE1,PWRTRN,2050) 0.57748586 0"
"652 NewCapacity(RE1,PWRTRN,2051) 1.7714852 0"
"653 NewCapacity(RE1,PWRTRN,2052) 0.37943664 0"
"654 NewCapacity(RE1,PWRTRN,2053) 0.39212915 0"
"655 NewCapacity(RE1,PWRTRN,2054) 0.4052271 0"
"656 NewCapacity(RE1,PWRTRN,2055) 0.41874861 0"
"657 NewCapacity(RE1,PWRTRN,2056) 0.4327314 0"
"658 NewCapacity(RE1,PWRTRN,2057) 0.44718941 0"
"659 NewCapacity(RE1,PWRTRN,2058) 0.46213248 0"
"660 NewCapacity(RE1,PWRTRN,2059) 0.4775823 0"
"661 NewCapacity(RE1,PWRTRN,2060) 0.4935643 0"
"662 NewCapacity(RE1,PWRTRN,2061) 0.35197158 0"
"663 NewCapacity(RE1,PWRTRN,2062) 0.35996355 0"
"664 NewCapacity(RE1,PWRTRN,2063) 0.36817421 0"
"665 NewCapacity(RE1,PWRTRN,2064) 0.37662226 0"
"666 NewCapacity(RE1,PWRTRN,2065) 0.38530279 0"
"667 NewCapacity(RE1,PWRTRN,2066) 0.39421092 0"
"668 NewCapacity(RE1,PWRTRN,2067) 0.40333789 0"
"669 NewCapacity(RE1,PWRTRN,2068) 0.48306683 0"
"670 NewCapacity(RE1,PWRTRN,2069) 0.52001347 0"
"671 NewCapacity(RE1,PWRTRN,2070) 0.52943101 0"
"676 NewCapacity(RE1,PWRDIST,2019) 0.02215436 0"
"677 NewCapacity(RE1,PWRDIST,2020) 0.087173396 0"
"678 NewCapacity(RE1,PWRDIST,2021) 0.078095337 0"
"679 NewCapacity(RE1,PWRDIST,2022) 0.083638222 0"
"680 NewCapacity(RE1,PWRDIST,2023) 0.089490128 0"
"681 NewCapacity(RE1,PWRDIST,2024) 0.095677876 0"
"682 NewCapacity(RE1,PWRDIST,2025) 0.10222792 0"
"683 NewCapacity(RE1,PWRDIST,2026) 0.13187694 0"
"684 NewCapacity(RE1,PWRDIST,2027) 0.14096235 0"
"685 NewCapacity(RE1,PWRDIST,2028) 0.15064963 0"
"686 NewCapacity(RE1,PWRDIST,2029) 0.16097405 0"
"687 NewCapacity(RE1,PWRDIST,2030) 0.17198046 0"
"688 NewCapacity(RE1,PWRDIST,2031) 0.18971328 0"
"689 NewCapacity(RE1,PWRDIST,2032) 0.20445989 0"
"690 NewCapacity(RE1,PWRDIST,2033) 0.22021256 0"
"691 NewCapacity(RE1,PWRDIST,2034) 0.23705874 0"
"692 NewCapacity(RE1,PWRDIST,2035) 0.33561149 0"
"693 NewCapacity(RE1,PWRDIST,2036) 0.29665183 0"
"694 NewCapacity(RE1,PWRDIST,2037) 0.31901076 0"
"695 NewCapacity(RE1,PWRDIST,2038) 0.34307096 0"
"696 NewCapacity(RE1,PWRDIST,2039) 0.36896471 0"
"697 NewCapacity(RE1,PWRDIST,2040) 0.39683162 0"
"698 NewCapacity(RE1,PWRDIST,2041) 0.32694019 0"
"699 NewCapacity(RE1,PWRDIST,2042) 0.34611707 0"
"700 NewCapacity(RE1,PWRDIST,2043) 0.36641465 0"
"701 NewCapacity(RE1,PWRDIST,2044) 0.38790642 0"
"702 NewCapacity(RE1,PWRDIST,2045) 0.41065117 0"
"703 NewCapacity(RE1,PWRDIST,2046) 0.4431442 0"
"704 NewCapacity(RE1,PWRDIST,2047) 0.46907101 0"
"705 NewCapacity(RE1,PWRDIST,2048) 0.49651537 0"
"706 NewCapacity(RE1,PWRDIST,2049) 0.52556545 0"
"707 NewCapacity(RE1,PWRDIST,2050) 0.55631312 0"
"708 NewCapacity(RE1,PWRDIST,2051) 1.6835518 0"
"709 NewCapacity(RE1,PWRDIST,2052) 0.36147988 0"
"710 NewCapacity(RE1,PWRDIST,2053) 0.37393622 0"
"711 NewCapacity(RE1,PWRDIST,2054) 0.38680408 0"
"712 NewCapacity(RE1,PWRDIST,2055) 0.40010187 0"
"713 NewCapacity(RE1,PWRDIST,2056) 0.4138663 0"
"714 NewCapacity(RE1,PWRDIST,2057) 0.42811209 0"
"715 NewCapacity(RE1,PWRDIST,2058) 0.44285024 0"
"716 NewCapacity(RE1,PWRDIST,2059) 0.45810283 0"
"717 NewCapacity(RE1,PWRDIST,2060) 0.47389554 0"
"718 NewCapacity(RE1,PWRDIST,2061) 0.34232873 0"
"719 NewCapacity(RE1,PWRDIST,2062) 0.35045291 0"
"720 NewCapacity(RE1,PWRDIST,2063) 0.35880489 0"
"721 NewCapacity(RE1,PWRDIST,2064) 0.36740307 0"
"722 NewCapacity(RE1,PWRDIST,2065) 0.37624376 0"
"723 NewCapacity(RE1,PWRDIST,2066) 0.38532329 0"
"724 NewCapacity(RE1,PWRDIST,2067) 0.39463431 0"
"725 NewCapacity(RE1,PWRDIST,2068) 0.40420253 0"
"726 NewCapacity(RE1,PWRDIST,2069) 0.41403533 0"
"727 NewCapacity(RE1,PWRDIST,2070) 0.42414002 0"
"728 NewCapacity(RE1,MINBIO,2015) 4.0586832 0"
"729 NewCapacity(RE1,MINBIO,2016) 4.0586832 0"
"730 NewCapacity(RE1,MINBIO,2017) 4.0586832 0"
"731 NewCapacity(RE1,MINBIO,2018) 4.0586832 0"
"732 NewCapacity(RE1,MINBIO,2019) 4.0586832 0"
"733 NewCapacity(RE1,MINBIO,2020) 4.0586832 0"
"734 NewCapacity(RE1,MINBIO,2021) 4.0586832 0"
"735 NewCapacity(RE1,MINBIO,2022) 4.0586832 0"
"736 NewCapacity(RE1,MINBIO,2023) 4.0586832 0"
"737 NewCapacity(RE1,MINBIO,2024) 4.0586832 0"
"738 NewCapacity(RE1,MINBIO,2025) 4.0586832 0"
"739 NewCapacity(RE1,MINBIO,2026) 4.0586832 0"
"740 NewCapacity(RE1,MINBIO,2027) 4.0586832 0"
"741 NewCapacity(RE1,MINBIO,2028) 4.0586832 0"
"742 NewCapacity(RE1,MINBIO,2029) 4.0586832 0"
"743 NewCapacity(RE1,MINBIO,2030) 4.0586832 0"
"840 NewCapacity(RE1,MINHYD,2015) 10.575959 0"
"841 NewCapacity(RE1,MINHYD,2016) 10.575959 0"
"842 NewCapacity(RE1,MINHYD,2017) 10.575959 0"
"843 NewCapacity(RE1,MINHYD,2018) 10.575959 0"
"844 NewCapacity(RE1,MINHYD,2019) 10.575959 0"
"845 NewCapacity(RE1,MINHYD,2020) 10.575959 0"
"846 NewCapacity(RE1,MINHYD,2021) 10.575959 0"
"847 NewCapacity(RE1,MINHYD,2022) 10.575959 0"
"848 NewCapacity(RE1,MINHYD,2023) 10.575959 0"
"849 NewCapacity(RE1,MINHYD,2024) 10.575959 0"
"850 NewCapacity(RE1,MINHYD,2025) 10.575959 0"
"851 NewCapacity(RE1,MINHYD,2026) 10.575959 0"
"852 NewCapacity(RE1,MINHYD,2027) 10.575959 0"
"853 NewCapacity(RE1,MINHYD,2028) 5.80724 0"
"854 NewCapacity(RE1,MINHYD,2029) 5.80724 0"
"855 NewCapacity(RE1,MINHYD,2030) 5.80724 0"
"856 NewCapacity(RE1,MINHYD,2031) 5.80724 0"
"857 NewCapacity(RE1,MINHYD,2032) 5.80724 0"
"858 NewCapacity(RE1,MINHYD,2033) 5.80724 0"
"859 NewCapacity(RE1,MINHYD,2034) 5.80724 0"
"860 NewCapacity(RE1,MINHYD,2035) 5.80724 0"
"861 NewCapacity(RE1,MINHYD,2036) 5.80724 0"
"862 NewCapacity(RE1,MINHYD,2037) 2.2465965 0"
"863 NewCapacity(RE1,MINHYD,2038) 2.2465965 0"
"864 NewCapacity(RE1,MINHYD,2039) 2.2465965 0"
"952 NewCapacity(RE1,MINGEO,2015) 20.453137 0"
"953 NewCapacity(RE1,MINGEO,2016) 21.628914 0"
"954 NewCapacity(RE1,MINGEO,2017) 25.564471 0"
"955 NewCapacity(RE1,MINGEO,2018) 29.634859 0"
"956 NewCapacity(RE1,MINGEO,2019) 33.533305 0"
"957 NewCapacity(RE1,MINGEO,2020) 37.413178 0"
"958 NewCapacity(RE1,MINGEO,2021) 43.501241 0"
"959 NewCapacity(RE1,MINGEO,2022) 47.182527 0"
"960 NewCapacity(RE1,MINGEO,2023) 51.114285 0"
"961 NewCapacity(RE1,MINGEO,2024) 51.524467 0"
"962 NewCapacity(RE1,MINGEO,2025) 51.524467 0"
"963 NewCapacity(RE1,MINGEO,2026) 53.978614 0"
"964 NewCapacity(RE1,MINGEO,2027) 59.072399 0"
"965 NewCapacity(RE1,MINGEO,2028) 68.074419 0"
"966 NewCapacity(RE1,MINGEO,2029) 73.62358 0"
"967 NewCapacity(RE1,MINGEO,2030) 79.537491 0"
"968 NewCapacity(RE1,MINGEO,2031) 83.289808 0"
"969 NewCapacity(RE1,MINGEO,2032) 90.207404 0"
"970 NewCapacity(RE1,MINGEO,2033) 97.64199 0"
"971 NewCapacity(RE1,MINGEO,2034) 105.62791 0"
"972 NewCapacity(RE1,MINGEO,2035) 112.91636 0"
"973 NewCapacity(RE1,MINGEO,2036) 122.883 0"
"974 NewCapacity(RE1,MINGEO,2037) 132.78554 0"
"975 NewCapacity(RE1,MINGEO,2038) 136.37831 0"
"976 NewCapacity(RE1,MINGEO,2039) 148.68675 0"
"977 NewCapacity(RE1,MINGEO,2040) 142.15007 0"
"978 NewCapacity(RE1,MINGEO,2041) 152.00224 0"
"979 NewCapacity(RE1,MINGEO,2042) 162.40764 0"
"980 NewCapacity(RE1,MINGEO,2043) 174.2518 0"
"981 NewCapacity(RE1,MINGEO,2044) 187.26395 0"
"982 NewCapacity(RE1,MINGEO,2045) 201.00626 0"
"983 NewCapacity(RE1,MINGEO,2046) 215.81197 0"
"984 NewCapacity(RE1,MINGEO,2047) 228.1966 0"
"985 NewCapacity(RE1,MINGEO,2048) 241.27383 0"
"986 NewCapacity(RE1,MINGEO,2049) 255.08237 0"
"987 NewCapacity(RE1,MINGEO,2050) 270.2718 0"
"988 NewCapacity(RE1,MINGEO,2051) 280.11843 0"
"989 NewCapacity(RE1,MINGEO,2052) 290.29443 0"
"990 NewCapacity(RE1,MINGEO,2053) 300.81082 0"
"991 NewCapacity(RE1,MINGEO,2054) 313.05403 0"
"992 NewCapacity(RE1,MINGEO,2055) 325.70575 0"
"993 NewCapacity(RE1,MINGEO,2056) 345.14995 0"
"994 NewCapacity(RE1,MINGEO,2057) 358.66096 0"
"995 NewCapacity(RE1,MINGEO,2058) 372.62345 0"
"996 NewCapacity(RE1,MINGEO,2059) 387.05274 0"
"997 NewCapacity(RE1,MINGEO,2060) 401.96489 0"
"998 NewCapacity(RE1,MINGEO,2061) 412.59907 0"
"999 NewCapacity(RE1,MINGEO,2062) 423.47471 0"
"1000 NewCapacity(RE1,MINGEO,2063) 434.59843 0"
"1001 NewCapacity(RE1,MINGEO,2064) 445.97739 0"
"1002 NewCapacity(RE1,MINGEO,2065) 457.53933 0"
"1003 NewCapacity(RE1,MINGEO,2066) 468.20364 0"
"1004 NewCapacity(RE1,MINGEO,2067) 478.80605 0"
"1005 NewCapacity(RE1,MINGEO,2068) 489.65483 0"
"1006 NewCapacity(RE1,MINGEO,2069) 500.7566 0"
"1007 NewCapacity(RE1,MINGEO,2070) 512.11816 0"
"1008 NewCapacity(RE1,PWRGEO,2015) 0.23446571 0"
"1009 NewCapacity(RE1,PWRGEO,2016) 0.037565382 0"
"1010 NewCapacity(RE1,PWRGEO,2017) 0.12573874 0"
"1011 NewCapacity(RE1,PWRGEO,2018) 0.13004649 0"
"1012 NewCapacity(RE1,PWRGEO,2019) 0.12455306 0"
"1013 NewCapacity(RE1,PWRGEO,2020) 0.12395968 0"
"1014 NewCapacity(RE1,PWRGEO,2021) 0.19451005 0"
"1015 NewCapacity(RE1,PWRGEO,2022) 0.11761491 0"
"1016 NewCapacity(RE1,PWRGEO,2023) 0.12561736 0"
"1017 NewCapacity(RE1,PWRGEO,2024) 0.013105091 0"
"1019 NewCapacity(RE1,PWRGEO,2026) 0.07840853 0"
"1020 NewCapacity(RE1,PWRGEO,2027) 0.16274346 0"
"1021 NewCapacity(RE1,PWRGEO,2028) 0.28760925 0"
"1022 NewCapacity(RE1,PWRGEO,2029) 0.17729243 0"
"1023 NewCapacity(RE1,PWRGEO,2030) 0.18894597 0"
"1024 NewCapacity(RE1,PWRGEO,2031) 0.11988432 0"
"1025 NewCapacity(RE1,PWRGEO,2032) 0.22101314 0"
"1026 NewCapacity(RE1,PWRGEO,2033) 0.23753066 0"
"1027 NewCapacity(RE1,PWRGEO,2034) 0.2551453 0"
"1028 NewCapacity(RE1,PWRGEO,2035) 0.23286175 0"
"1029 NewCapacity(RE1,PWRGEO,2036) 0.31842847 0"
"1030 NewCapacity(RE1,PWRGEO,2037) 0.31638025 0"
"1031 NewCapacity(RE1,PWRGEO,2038) 0.11478677 0"
"1032 NewCapacity(RE1,PWRGEO,2039) 0.53324755 0"
"1033 NewCapacity(RE1,PWRGEO,2040) 0.3046226 0"
"1034 NewCapacity(RE1,PWRGEO,2041) 0.35233644 0"
"1035 NewCapacity(RE1,PWRGEO,2042) 0.45818516 0"
"1036 NewCapacity(RE1,PWRGEO,2043) 0.50846054 0"
"1037 NewCapacity(RE1,PWRGEO,2044) 0.54028348 0"
"1038 NewCapacity(RE1,PWRGEO,2045) 0.56301856 0"
"1039 NewCapacity(RE1,PWRGEO,2046) 0.6675438 0"
"1040 NewCapacity(RE1,PWRGEO,2047) 0.51329642 0"
"1041 NewCapacity(RE1,PWRGEO,2048) 0.54342734 0"
"1042 NewCapacity(RE1,PWRGEO,2049) 0.45427967 0"
"1043 NewCapacity(RE1,PWRGEO,2050) 0.48529333 0"
"1044 NewCapacity(RE1,PWRGEO,2051) 0.39300252 0"
"1045 NewCapacity(RE1,PWRGEO,2052) 0.48786071 0"
"1046 NewCapacity(RE1,PWRGEO,2053) 0.62360198 0"
"1047 NewCapacity(RE1,PWRGEO,2054) 0.5684555 0"
"1048 NewCapacity(RE1,PWRGEO,2055) 0.59316128 0"
"1049 NewCapacity(RE1,PWRGEO,2056) 0.74111478 0"
"1050 NewCapacity(RE1,PWRGEO,2057) 0.65268216 0"
"1051 NewCapacity(RE1,PWRGEO,2058) 0.68362413 0"
"1052 NewCapacity(RE1,PWRGEO,2059) 0.71615238 0"
"1053 NewCapacity(RE1,PWRGEO,2060) 0.70929615 0"
"1054 NewCapacity(RE1,PWRGEO,2061) 0.65818435 0"
"1055 NewCapacity(RE1,PWRGEO,2062) 0.66385072 0"
"1056 NewCapacity(RE1,PWRGEO,2063) 0.47018293 0"
"1057 NewCapacity(RE1,PWRGEO,2064) 0.89679856 0"
"1058 NewCapacity(RE1,PWRGEO,2065) 0.67402005 0"
"1059 NewCapacity(RE1,PWRGEO,2066) 0.69305468 0"
"1060 NewCapacity(RE1,PWRGEO,2067) 0.79692614 0"
"1061 NewCapacity(RE1,PWRGEO,2068) 0.8550727 0"
"1062 NewCapacity(RE1,PWRGEO,2069) 0.89497846 0"
"1063 NewCapacity(RE1,PWRGEO,2070) 0.92601363 0"
"1176 NewCapacity(RE1,MINSOL,2015) 0.25364054 0"
"1177 NewCapacity(RE1,MINSOL,2016) 0.25364054 0"
"1178 NewCapacity(RE1,MINSOL,2017) 0.25364054 0"
"1179 NewCapacity(RE1,MINSOL,2018) 0.25364054 0"
"1180 NewCapacity(RE1,MINSOL,2019) 0.25364054 0"
"1181 NewCapacity(RE1,MINSOL,2020) 0.25364054 0"
"1182 NewCapacity(RE1,MINSOL,2021) 0.25364054 0"
"1183 NewCapacity(RE1,MINSOL,2022) 0.25364054 0"
"1184 NewCapacity(RE1,MINSOL,2023) 0.25364054 0"
"1185 NewCapacity(RE1,MINSOL,2024) 3.5358588 0"
"1186 NewCapacity(RE1,MINSOL,2025) 7.4152113 0"
"1187 NewCapacity(RE1,MINSOL,2026) 10.318154 0"
"1188 NewCapacity(RE1,MINSOL,2027) 11.265862 0"
"1189 NewCapacity(RE1,MINSOL,2028) 11.413862 0"
"1190 NewCapacity(RE1,MINSOL,2029) 13.463564 0"
"1191 NewCapacity(RE1,MINSOL,2030) 14.832298 0"
"1192 NewCapacity(RE1,MINSOL,2031) 20.289663 0"
"1193 NewCapacity(RE1,MINSOL,2032) 22.005816 0"
"1194 NewCapacity(RE1,MINSOL,2033) 23.850225 0"
"1195 NewCapacity(RE1,MINSOL,2034) 25.85039 0"
"1196 NewCapacity(RE1,MINSOL,2035) 28.730647 0"
"1197 NewCapacity(RE1,MINSOL,2036) 31.203223 0"
"1198 NewCapacity(RE1,MINSOL,2037) 32.750622 0"
